id,date,time,field,away_team_id,home_team_id,week,division,status,away_score,home_score
g-0030,2027-06-01,19:15,"Cambridge High School, 403 Blue Jay Way",fort-jbs-grady,cambridge-rehr,1,U12,scheduled,,
g-0031,2027-06-01,17:45,Farmington Fields,jefferson-maroon-havill,farmington-flames,1,U12,scheduled,,
g-0032,2027-06-01,19:15,Farmington Fields,jefferson-maroon-havill,farmington-flames,1,U12,scheduled,,
g-0033,2027-06-02,18:00,Stoughton JV Park,wisconsin-outlawz-damon,stoughton-schroerluke,1,U8 Live,scheduled,,
g-0034,2027-06-02,18:00,"Concord Field: W1240 Concord Center Dr., Sullivan, WI",bdybs-rookies-gold-caves,jc-yellow-jackets-tonies,1,U8 Live,scheduled,,
g-0035,2027-06-02,18:00,"1001 W Burnett St Beaver Dam, WI 53916",johnson-creek-yellow-jackets-fredrick,bd-tornados-panetti,1,U8 Live,scheduled,,
g-0036,2027-06-02,18:00,"Meister Park 337 Middleton St, Columbus, WI 53925",lm-rec-blm-zimmermann,columbus-firebirds-volesky,1,U8 Live,scheduled,,
g-0037,2027-06-02,18:00,"Meister Park 337 Middleton St, Columbus, WI 53925",lm-rec-blm-schultz,columbus-red-farrington,1,U8 Live,scheduled,,
g-0038,2027-06-02,18:00,"Waubesa Intermediate School Softball Complex 5605 Red Oak Trail McFarland, WI 53558",marshall-lannoy,mcfarland-spartans-white-schuchardt,1,U8 Live,scheduled,,
g-0039,2027-06-02,18:00,"Waterloo Fireman's Park 500 Park Avenue Waterloo, WI 53594",columbus-white-breitsprecker,waterloo-hennessy,1,U8 Live,scheduled,,
g-0040,2027-06-02,18:00,"Cambridge High School, 403 Blue Jay Way",mcfarland-spartans-blue-mccullick,cambridge-becker,1,U8 Live,scheduled,,
g-0041,2027-06-02,17:30,"Converse Park 408 Best Built Pkwy Marshall, WI",cottage-grove-ress,marshall-munson,1,U8 Mach,scheduled,,
g-0042,2027-06-02,17:30,"Cambridge High School, 403 Blue Jay Way",deerfield-schroedl,cambridge-klemp,1,U8 Mach,scheduled,,
g-0043,2027-06-02,17:30,Riverfront Park 589-729 S Wisconsin Dr Jefferson 53549,bdybs-gold-monheim,jefferson-bente,1,U8 Mach,scheduled,,
g-0044,2027-06-02,17:30,"Waterloo Fireman's Park 500 Park Avenue Waterloo, WI 53594",clyman-schuett,waterloo-tbd,1,U8 Mach,scheduled,,
g-0045,2027-06-02,17:30,"504 De Clark St Beaver Dam, WI 53916",johnson-creek-bluejays-tbd,bdybs-green-kahler,1,U8 Mach,scheduled,,
g-0046,2027-06-02,17:30,"Racetrack Park Racetrack Road Stoughton, WI 53589",lake-mills-rec-hoffman-colvin-johnson,stoughton-thompson,1,U8 Mach,scheduled,,
g-0047,2027-06-03,17:45,"504 Declark St Beaver Dam, WI 53916",bd-tornados-meyers,bdybs-juniors-gold-pogorelec,1,U14,scheduled,,
g-0048,2027-06-03,19:15,"504 Declark St Beaver Dam, WI 53916",bd-tornados-meyers,bdybs-juniors-gold-pogorelec,1,U14,scheduled,,
g-0049,2027-06-03,17:45,"Racetrack Park, 900 Stoughton Rd, Edgerton, WI 53534",oregon-black-hubert,edgerton-ducher,1,U14,scheduled,,
g-0050,2027-06-03,19:15,"Racetrack Park, 900 Stoughton Rd, Edgerton, WI 53534",oregon-black-hubert,edgerton-ducher,1,U14,scheduled,,
g-0051,2027-06-03,17:45,"Riverfront Park, Diamond 2",marshall-fisher,jefferson-lipshetz,1,U14,scheduled,,
g-0052,2027-06-03,19:15,"Riverfront Park, Diamond 2",marshall-fisher,jefferson-lipshetz,1,U14,scheduled,,
g-0053,2027-06-03,17:45,"100 S Wuthering Hills Dr Janesville, WI 53546",columbus-firebirds-berget,janesville-cougars-forrest,1,U14,scheduled,,
g-0054,2027-06-03,19:15,"100 S Wuthering Hills Dr Janesville, WI 53546",columbus-firebirds-berget,janesville-cougars-forrest,1,U14,scheduled,,
g-0055,2027-06-03,17:45,"Field of Dreams 710 Lone Pine Way, Verona, WI 53593",windsor-heat-inferno-prusakiewicz,verona-wildcats-brooks,1,U14,scheduled,,
g-0056,2027-06-03,19:15,"Field of Dreams 710 Lone Pine Way, Verona, WI 53593",windsor-heat-inferno-prusakiewicz,verona-wildcats-brooks,1,U14,scheduled,,
g-0057,2027-06-03,17:45,"Doubledays 4568 Baxter Rd Cottage Grove, WI 53527",east-madison-mueller,siren-softball-roe,1,U14,scheduled,,
g-0058,2027-06-03,19:15,"Doubledays 4568 Baxter Rd Cottage Grove, WI 53527",east-madison-mueller,siren-softball-roe,1,U14,scheduled,,
g-0059,2027-06-03,17:45,Fort Atkinson High School 925 Lexington Blvd,deerfield-halverson,fort-jbs-unate,1,U14,scheduled,,
g-0060,2027-06-03,19:15,Fort Atkinson High School 925 Lexington Blvd,deerfield-halverson,fort-jbs-unate,1,U14,scheduled,,
g-0061,2027-06-03,17:45,"Deerfield High School Softball Field 300 Simonson Blvd, Deerfield, WI 53531",watertown-thunder-hisel,deerfield-fankhauser,1,U14,scheduled,,
g-0062,2027-06-03,19:15,"Deerfield High School Softball Field 300 Simonson Blvd, Deerfield, WI 53531",watertown-thunder-hisel,deerfield-fankhauser,1,U14,scheduled,,
g-0063,2027-06-03,17:45,"Farmington W3027 CTY B, Watertown",janesville-cyclones-forest,farmington-flames-gates,1,U14,scheduled,,
g-0064,2027-06-03,19:15,"Farmington W3027 CTY B, Watertown",janesville-cyclones-forest,farmington-flames-gates,1,U14,scheduled,,
g-0065,2027-06-07,18:00,"Oregon Jaycee Park, Field #2 275 N Perry Pkwy, Oregon, WI 53575",cambridge-white-johnson,oregon-black-sweeny,2,U10,scheduled,,
g-0066,2027-06-07,19:30,"Oregon Jaycee Park, Field #2 275 N Perry Pkwy, Oregon, WI 53575",cambridge-white-johnson,oregon-black-sweeny,2,U10,scheduled,,
g-0067,2027-06-07,18:00,"Converse Park 408 Beat Built Pkwy Marshall, WI",east-madison-kratz,marshall-altenberger,2,U10,scheduled,,
g-0068,2027-06-07,19:30,"Converse Park 408 Beat Built Pkwy Marshall, WI",east-madison-kratz,marshall-altenberger,2,U10,scheduled,,
g-0069,2027-06-07,18:00,"DeForest Athletic Complex - Kwik Trip Field 6751 River Rd, DeForest, WI 53532",marshall-sellnow-nate-kleinschmidt,windsor-heat-ignite-grundahl,2,U10,scheduled,,
g-0070,2027-06-07,19:30,"DeForest Athletic Complex - Kwik Trip Field 6751 River Rd, DeForest, WI 53532",marshall-sellnow-nate-kleinschmidt,windsor-heat-ignite-grundahl,2,U10,scheduled,,
g-0071,2027-06-07,18:00,"Rotary Park 191 Sandy Beach Rd, Lake Mills, WI 53551",lm-rec-blm-white,lm-rec-blm-boettcher,2,U10,scheduled,,
g-0072,2027-06-07,19:30,"Rotary Park 191 Sandy Beach Rd, Lake Mills, WI 53551",lm-rec-blm-white,lm-rec-blm-boettcher,2,U10,scheduled,,
g-0073,2027-06-07,18:00,Jefferson River Front Park,johnson-creek-bluejays-goulet,jefferson-pratt,2,U10,scheduled,,
g-0074,2027-06-07,19:30,Jefferson River Front Park,johnson-creek-bluejays-goulet,jefferson-pratt,2,U10,scheduled,,
g-0075,2027-06-07,18:00,"Waunakee High School Softball Fields 1001 South Street Waunakee, WI 53597",wauankee-4-koga,waunakee-purple-hoffman,2,U10,scheduled,,
g-0076,2027-06-07,19:30,"Waunakee High School Softball Fields 1001 South Street Waunakee, WI 53597",wauankee-4-koga,waunakee-purple-hoffman,2,U10,scheduled,,
g-0077,2027-06-07,18:00,"Waunakee High School Softball Fields 1001 South Street Waunakee, WI 53597",waunakee-1-sheahan,waunakee-2-hoffmann,2,U10,scheduled,,
g-0078,2027-06-07,19:30,"Waunakee High School Softball Fields 1001 South Street Waunakee, WI 53597",waunakee-1-sheahan,waunakee-2-hoffmann,2,U10,scheduled,,
g-0079,2027-06-07,18:00,"Waunakee High School Softball Fields 1001 South Street Waunakee, WI 53597",waunakee-white-schneider,waunakee-3-o-connell,2,U10,scheduled,,
g-0080,2027-06-07,19:30,"Waunakee High School Softball Fields 1001 South Street Waunakee, WI 53597",waunakee-white-schneider,waunakee-3-o-connell,2,U10,scheduled,,
g-0081,2027-06-07,18:00,"Northlawn Park 900 N Parkview St. Cottage Grove, WI 53527",cg-navy-waltz,cg-white-nelson,2,U10,scheduled,,
g-0082,2027-06-07,19:30,"Northlawn Park 900 N Parkview St. Cottage Grove, WI 53527",cg-navy-waltz,cg-white-nelson,2,U10,scheduled,,
g-0083,2027-06-07,18:00,"Meister Park 337 Middleton St, Columbus, WI 53925",clyman-quest,columbus-red-simerson,2,U10,scheduled,,
g-0084,2027-06-07,19:30,"Meister Park 337 Middleton St, Columbus, WI 53925",clyman-quest,columbus-red-simerson,2,U10,scheduled,,
g-0085,2027-06-07,18:00,"Brandt-Quirk Park, 800 Carriage Hill Dr, Watertown, WI 53098",jefferson-messman,watertown-thunder-kleine,2,U10,scheduled,,
g-0086,2027-06-07,19:30,"Brandt-Quirk Park, 800 Carriage Hill Dr, Watertown, WI 53098",jefferson-messman,watertown-thunder-kleine,2,U10,scheduled,,
g-0087,2027-06-07,18:00,"LakeView Park 1001 North St. Beaver Dam, WI 53916",waterloo-zimmermann,bd-tornados-gold-schaalma,2,U10,scheduled,,
g-0088,2027-06-07,19:30,"LakeView Park 1001 North St. Beaver Dam, WI 53916",waterloo-zimmermann,bd-tornados-gold-schaalma,2,U10,scheduled,,
g-0089,2027-06-07,18:00,"South Goodrich Park 700 E High Street Milton, WI 53563",deerfield-judkins,milton-wildcats-lanser,2,U10,scheduled,,
g-0090,2027-06-07,19:30,"South Goodrich Park 700 E High Street Milton, WI 53563",deerfield-judkins,milton-wildcats-lanser,2,U10,scheduled,,
g-0091,2027-06-07,18:00,504 De Clark St Beaver Dam. WI 53916,columbus-firebirds-guerrero,bdybs-gold-cederna,2,U10,scheduled,,
g-0092,2027-06-07,19:30,504 De Clark St Beaver Dam. WI 53916,columbus-firebirds-guerrero,bdybs-gold-cederna,2,U10,scheduled,,
g-0093,2027-06-07,18:00,"Cambridge High School, 403 Blue Jay Way",oregon-orange-hegg,cambridge-blue-becker,2,U10,scheduled,,
g-0094,2027-06-07,19:30,"Cambridge High School, 403 Blue Jay Way",oregon-orange-hegg,cambridge-blue-becker,2,U10,scheduled,,
g-0095,2027-06-07,18:00,Cambridge High School or Deefield Community Parks,rock-river-stix-pryne,wisconsin-outlawz-travis,2,U10 USA,scheduled,,
g-0096,2027-06-07,19:30,Cambridge High School or Deefield Community Parks,rock-river-stix-pryne,wisconsin-outlawz-travis,2,U10 USA,scheduled,,
g-0097,2027-06-07,18:00,"Racetrack Park, 900 Stoughton Rd, Edgerton, WI 53534",bd-tornados-panetti-2,edgerton-bilhorn,2,U10 USA,scheduled,,
g-0098,2027-06-07,19:30,"Racetrack Park, 900 Stoughton Rd, Edgerton, WI 53534",bd-tornados-panetti-2,edgerton-bilhorn,2,U10 USA,scheduled,,
g-0099,2027-06-08,17:45,"South Goodrich Park 700 E High Street Milton, WI 53563",clyman-niemuth,milton-wildcats-palan,2,U12,scheduled,,
g-0100,2027-06-08,19:15,"South Goodrich Park 700 E High Street Milton, WI 53563",clyman-niemuth,milton-wildcats-palan,2,U12,scheduled,,
g-0101,2027-06-08,17:45,"Jaycee Park 275 N. Perry Parkway Oregon, WI 53575",verona-wildcats-borelli,oregon-orange-madden,2,U12,scheduled,,
g-0102,2027-06-08,19:15,"Jaycee Park 275 N. Perry Parkway Oregon, WI 53575",verona-wildcats-borelli,oregon-orange-madden,2,U12,scheduled,,
g-0103,2027-06-08,17:45,Waunakee HIgh School softball fields Simon Crestway Waunakee WI,east-madison-muir,waunakee-purple-endres,2,U12,scheduled,,
g-0104,2027-06-08,19:15,Waunakee HIgh School softball fields Simon Crestway Waunakee WI,east-madison-muir,waunakee-purple-endres,2,U12,scheduled,,
g-0105,2027-06-08,17:45,"Converse Park 408 Best Built Pkwy Marshall, WI",janesville-cyclones-klemencic,marshall-peterson,2,U12,scheduled,,
g-0106,2027-06-08,19:15,"Converse Park 408 Best Built Pkwy Marshall, WI",janesville-cyclones-klemencic,marshall-peterson,2,U12,scheduled,,
g-0107,2027-06-08,17:45,"Racetrack Park, 900 Stoughton Rd, Edgerton, WI 53534",siren-softball-ashwill,edgerton-red-knoeck,2,U12,scheduled,,
g-0108,2027-06-08,19:15,"Racetrack Park, 900 Stoughton Rd, Edgerton, WI 53534",siren-softball-ashwill,edgerton-red-knoeck,2,U12,scheduled,,
g-0109,2027-06-08,17:45,"Lakeside Lutheran 231 Woodland Beach Rd Lake Mills, WI 53551",lm-rec-blm-boettcher-2,lakeside-dremler,2,U12,scheduled,,
g-0110,2027-06-08,19:15,"Lakeside Lutheran 231 Woodland Beach Rd Lake Mills, WI 53551",lm-rec-blm-boettcher-2,lakeside-dremler,2,U12,scheduled,,
g-0111,2027-06-08,17:45,Fort Atkinson High School 925 Lexington Blvd,cambridge-rehr,fort-jbs-telfer,2,U12,scheduled,,
g-0112,2027-06-08,19:15,Fort Atkinson High School 925 Lexington Blvd,cambridge-rehr,fort-jbs-telfer,2,U12,scheduled,,
g-0113,2027-06-08,17:45,"Rotary Park 191 Sandy Beach Rd, Lake Mills, WI 53551",fort-jbs-grady,lm-rec-blm-tellefson,2,U12,scheduled,,
g-0114,2027-06-08,19:15,"Rotary Park 191 Sandy Beach Rd, Lake Mills, WI 53551",fort-jbs-grady,lm-rec-blm-tellefson,2,U12,scheduled,,
g-0115,2027-06-08,17:45,"Meister Park 337 Middleton St, Columbus, WI 53925",milton-wildcats-popp,columbus-firebirds-rentmeester,2,U12,scheduled,,
g-0116,2027-06-08,19:15,"Meister Park 337 Middleton St, Columbus, WI 53925",milton-wildcats-popp,columbus-firebirds-rentmeester,2,U12,scheduled,,
g-0117,2027-06-08,17:45,"Deerfield High School Softball Field 300 Simonson Blvd, Deerfield, WI 53531",sp-savage-hansbro,deerfield-brobston,2,U12,scheduled,,
g-0118,2027-06-08,19:15,"Deerfield High School Softball Field 300 Simonson Blvd, Deerfield, WI 53531",sp-savage-hansbro,deerfield-brobston,2,U12,scheduled,,
g-0119,2027-06-08,17:45,"Northlawn Park 900 N Parkview St. Cottage Grove, WI 53527",edgerton-black-ames,cottage-grove-mordini,2,U12,scheduled,,
g-0120,2027-06-08,19:15,"Northlawn Park 900 N Parkview St. Cottage Grove, WI 53527",edgerton-black-ames,cottage-grove-mordini,2,U12,scheduled,,
g-0121,2027-06-08,17:45,Riverfront Park S. Wisconsin Dr,johnson-creek-bluejays-toebe,jefferson-maroon-havill,2,U12,scheduled,,
g-0122,2027-06-08,19:15,Riverfront Park S. Wisconsin Dr,johnson-creek-bluejays-toebe,jefferson-maroon-havill,2,U12,scheduled,,
g-0123,2027-06-08,17:45,"Field of Dreams 710 Lone Pine Way, Verona, WI 53593",verona-hand,verona-wildcats-beringer,2,U12,scheduled,,
g-0124,2027-06-08,19:15,"Field of Dreams 710 Lone Pine Way, Verona, WI 53593",verona-hand,verona-wildcats-beringer,2,U12,scheduled,,
g-0125,2027-06-08,17:45,"Waterloo Fireman's Park 500 Park Avenue Waterloo, WI 53594",watertown-thunder-blue-johnson,waterloo-skalitzky,2,U12,scheduled,,
g-0126,2027-06-08,19:15,"Waterloo Fireman's Park 500 Park Avenue Waterloo, WI 53594",watertown-thunder-blue-johnson,waterloo-skalitzky,2,U12,scheduled,,
g-0127,2027-06-08,17:45,"504 De Clark St Beaver Dam, WI 53916",columbus-firebirds-11u-wiemer,bdybs-gold-devitt,2,U12,scheduled,,
g-0128,2027-06-08,19:15,"504 De Clark St Beaver Dam, WI 53916",columbus-firebirds-11u-wiemer,bdybs-gold-devitt,2,U12,scheduled,,
g-0129,2027-06-08,17:45,Farmington Fields,jefferson-gold-smith,farmington-flames,2,U12,scheduled,,
g-0130,2027-06-08,19:15,Farmington Fields,jefferson-gold-smith,farmington-flames,2,U12,scheduled,,
g-0131,2027-06-09,18:00,"Waubesa Intermediate School Softball Complex 5605 Red Oak Trail McFarland, WI 53558",wisconsin-outlawz-damon,mcfarland-spartans-blue-mccullick,2,U8 Live,scheduled,,
g-0132,2027-06-09,18:00,504 De Clark St Beaver Dam. WI 53916,bd-tornados-panetti,bdybs-rookies-gold-caves,2,U8 Live,scheduled,,
g-0133,2027-06-09,18:00,"Converse Park 408 Best Built Pkwy Marshall, WI",stoughton-schroerluke,marshall-lannoy,2,U8 Live,scheduled,,
g-0134,2027-06-09,18:00,"Rotary Park 191 Sandy Beach Rd. Lake Mills, WI 53551",lm-rec-blm-zimmermann,lm-rec-blm-schultz,2,U8 Live,scheduled,,
g-0135,2027-06-09,18:00,"Meister Park 337 Middleton St, Columbus, WI 53925",waterloo-hennessy,columbus-red-farrington,2,U8 Live,scheduled,,
g-0136,2027-06-09,18:00,"Meister Park 337 Middleton St, Columbus, WI 53925",columbus-firebirds-volesky,columbus-white-breitsprecker,2,U8 Live,scheduled,,
g-0137,2027-06-09,18:00,"Concord Field W1185 Concord Center Dr, Sullivan, WI 53178",clyman-mcfarland,johnson-creek-yellow-jackets-fredrick,2,U8 Live,scheduled,,
g-0138,2027-06-09,18:00,"Cambridge High School, 403 Blue Jay Way",mcfarland-spartans-white-schuchardt,cambridge-becker,2,U8 Live,scheduled,,
g-0139,2027-06-09,17:30,"Converse Park 408 Best Built Pkwy Marshall, WI",stoughton-thompson,marshall-munson,2,U8 Mach,scheduled,,
g-0140,2027-06-09,17:30,"Rotary Park 191 Sandy Beach Rd, Lake Mills, WI 53551",cambridge-klemp,lake-mills-rec-hoffman-colvin-johnson,2,U8 Mach,scheduled,,
g-0141,2027-06-09,17:30,"Northlawn Park 900 N Parkview St. Cottage Grove, WI 53527",deerfield-schroedl,cottage-grove-ress,2,U8 Mach,scheduled,,
g-0142,2027-06-09,17:30,"Stueber Field 810 Morgan St. - Clyman, WI 53016",jefferson-bente,clyman-schuett,2,U8 Mach,scheduled,,
g-0143,2027-06-09,17:30,"Johnson Creek High School, 455 Aztalan St. Johnson Creek, WI",waterloo-tbd,johnson-creek-bluejays-tbd,2,U8 Mach,scheduled,,
g-0144,2027-06-09,17:30,"504 Declark St Beaver Dam, WI 53916",fort-jbs-scuglik,bdybs-gold-monheim,2,U8 Mach,scheduled,,
g-0145,2027-06-10,17:45,"Meister Park 337 Middleton St, Columbus, WI 53925",bd-tornados-meyers,columbus-firebirds-berget,2,U14,scheduled,,
g-0146,2027-06-10,19:15,"Meister Park 337 Middleton St, Columbus, WI 53925",bd-tornados-meyers,columbus-firebirds-berget,2,U14,scheduled,,
g-0147,2027-06-10,17:45,"East Madison Little League 1010 North St, Madison, WI 53704",oregon-black-hubert,east-madison-mueller,2,U14,scheduled,,
g-0148,2027-06-10,19:15,"East Madison Little League 1010 North St, Madison, WI 53704",oregon-black-hubert,east-madison-mueller,2,U14,scheduled,,
g-0149,2027-06-10,17:45,"300 Simonson Blvd, Deerfield, WI 53531",marshall-fisher,deerfield-halverson,2,U14,scheduled,,
g-0150,2027-06-10,19:15,"300 Simonson Blvd, Deerfield, WI 53531",marshall-fisher,deerfield-halverson,2,U14,scheduled,,
g-0151,2027-06-10,17:45,"DeForest Athletic Complex - Kwik Trip 6751 River Rd, DeForest, WI 53532",edgerton-ducher,windsor-heat-inferno-prusakiewicz,2,U14,scheduled,,
g-0152,2027-06-10,19:15,"DeForest Athletic Complex - Kwik Trip 6751 River Rd, DeForest, WI 53532",edgerton-ducher,windsor-heat-inferno-prusakiewicz,2,U14,scheduled,,
g-0153,2027-06-10,17:45,"100 S Wuthering Hills Dr Janesville, WI 53546",farmington-flames-gates,janesville-cougars-forrest,2,U14,scheduled,,
g-0154,2027-06-10,19:15,"100 S Wuthering Hills Dr Janesville, WI 53546",farmington-flames-gates,janesville-cougars-forrest,2,U14,scheduled,,
g-0155,2027-06-10,17:45,"Doubledays 4568 Baxter Rd Cottage Grove, WI 53527",verona-wildcats-brooks,siren-softball-roe,2,U14,scheduled,,
g-0156,2027-06-10,19:15,"Doubledays 4568 Baxter Rd Cottage Grove, WI 53527",verona-wildcats-brooks,siren-softball-roe,2,U14,scheduled,,
g-0157,2027-06-10,17:45,Fort Atkinson High School 925 Lexington Blvd,deerfield-fankhauser,fort-jbs-unate,2,U14,scheduled,,
g-0158,2027-06-10,19:15,Fort Atkinson High School 925 Lexington Blvd,deerfield-fankhauser,fort-jbs-unate,2,U14,scheduled,,
g-0159,2027-06-10,17:45,"Brandt-Quirk Park - 800 Carriage Hill Dr, Watertown, WI 53098",jefferson-lipshetz,watertown-thunder-hisel,2,U14,scheduled,,
g-0160,2027-06-10,19:15,"Brandt-Quirk Park - 800 Carriage Hill Dr, Watertown, WI 53098",jefferson-lipshetz,watertown-thunder-hisel,2,U14,scheduled,,
g-0161,2027-06-10,17:45,100 S Wuthering Hills Dr Janesville Wi 53546,bdybs-juniors-gold-pogorelec,janesville-cyclones-forest,2,U14,scheduled,,
g-0162,2027-06-10,19:15,100 S Wuthering Hills Dr Janesville Wi 53546,bdybs-juniors-gold-pogorelec,janesville-cyclones-forest,2,U14,scheduled,,
g-0163,2027-06-14,18:00,"Ihde Field 810 Morgan St. - Clyman, WI 53016",bd-tornados-gold-schaalma,clyman-quest,3,U10,scheduled,,
g-0164,2027-06-14,19:30,"Ihde Field 810 Morgan St. - Clyman, WI 53016",bd-tornados-gold-schaalma,clyman-quest,3,U10,scheduled,,
g-0165,2027-06-14,18:00,"Jaycee Park 275 N Perry Parkway Oregon, WI 53575",fort-jbs-starks,oregon-orange-hegg,3,U10,scheduled,,
g-0166,2027-06-14,19:30,"Jaycee Park 275 N Perry Parkway Oregon, WI 53575",fort-jbs-starks,oregon-orange-hegg,3,U10,scheduled,,
g-0167,2027-06-14,18:00,"Converse Park 408 Beat Built Pkwy Marshall, WI",windsor-heat-ignite-grundahl,marshall-altenberger,3,U10,scheduled,,
g-0168,2027-06-14,19:30,"Converse Park 408 Beat Built Pkwy Marshall, WI",windsor-heat-ignite-grundahl,marshall-altenberger,3,U10,scheduled,,
g-0169,2027-06-14,18:00,"Converse Park 408 Best Built Pkwy Marshall, WI",cg-white-nelson,marshall-sellnow-nate-kleinschmidt,3,U10,scheduled,,
g-0170,2027-06-14,19:30,"Converse Park 408 Best Built Pkwy Marshall, WI",cg-white-nelson,marshall-sellnow-nate-kleinschmidt,3,U10,scheduled,,
g-0171,2027-06-14,18:00,"Johnson Creek High School, 455 Aztalan St, Johnson Creek, WI",lm-rec-blm-boettcher,johnson-creek-bluejays-goulet,3,U10,scheduled,,
g-0172,2027-06-14,19:30,"Johnson Creek High School, 455 Aztalan St, Johnson Creek, WI",lm-rec-blm-boettcher,johnson-creek-bluejays-goulet,3,U10,scheduled,,
g-0173,2027-06-14,18:00,Jefferson River Front Park,watertown-thunder-kleine,jefferson-pratt,3,U10,scheduled,,
g-0174,2027-06-14,19:30,Jefferson River Front Park,watertown-thunder-kleine,jefferson-pratt,3,U10,scheduled,,
g-0175,2027-06-14,18:00,"Rotary Park 191 Sandy Beach Rd, Lake Mills, WI 53551",jefferson-messman,lm-rec-blm-white,3,U10,scheduled,,
